id,title,abstract,categories,authors,published_date,updated_date
2503.14873v1,Robust Support Vector Machines for Imbalanced and Noisy Data via Benders Decomposition,"This study introduces a novel formulation to enhance Support Vector Machines
(SVMs) in handling class imbalance and noise. Unlike the conventional Soft
Margin SVM, which penalizes the magnitude of constraint violations, the
proposed model quantifies the number of violations and aims to minimize their
frequency. To achieve this, a binary variable is incorporated into the
objective function of the primal SVM formulation, replacing the traditional
slack variable. Furthermore, each misclassified sample is assigned a priority
and an associated constraint. The resulting formulation is a mixed-integer
programming model, efficiently solved using Benders decomposition. The proposed
model's performance was benchmarked against existing models, including Soft
Margin SVM, weighted SVM, and NuSVC. Two primary hypotheses were examined: 1)
The proposed model improves the F1-score for the minority class in imbalanced
classification tasks. 2) The proposed model enhances classification accuracy in
noisy datasets. These hypotheses were evaluated using a Wilcoxon test across
multiple publicly available datasets from the OpenML repository. The results
supported both hypotheses (\( p < 0.05 \)). In addition, the proposed model
exhibited several interesting properties, such as improved robustness to noise,
a decision boundary shift favoring the minority class, a reduced number of
support vectors, and decreased prediction time. The open-source Python
implementation of the proposed SVM model is available.",['cs.LG'],"['Seyed Mojtaba Mohasel', 'Hamidreza Koosha']",2025-03-19,2025-03-19
2503.14869v1,Evaluating Time Series Models with Knowledge Discovery,"Time series data is one of the most ubiquitous data modalities existing in a
diverse critical domains such as healthcare, seismology, manufacturing and
energy. Recent years, there are increasing interest of the data mining
community to develop time series deep learning models to pursue better
performance. The models performance often evaluate by certain evaluation
metrics such as RMSE, Accuracy, and F1-score. Yet time series data are often
hard to interpret and are collected with unknown environmental factors, sensor
configuration, latent physic mechanisms, and non-stationary evolving behavior.
As a result, a model that is better on standard metric-based evaluation may not
always perform better in real-world tasks. In this blue sky paper, we aim to
explore the challenge that exists in the metric-based evaluation framework for
time series data mining and propose a potential blue-sky idea -- developing a
knowledge-discovery-based evaluation framework, which aims to effectively
utilize domain-expertise knowledge to evaluate a model. We demonstrate that an
evidence-seeking explanation can potentially have stronger persuasive power
than metric-based evaluation and obtain better generalization ability for time
series data mining tasks.",['cs.LG'],['Li Zhang'],2025-03-19,2025-03-19
2503.14868v1,Efficient Personalization of Quantized Diffusion Model without Backpropagation,"Diffusion models have shown remarkable performance in image synthesis, but
they demand extensive computational and memory resources for training,
fine-tuning and inference. Although advanced quantization techniques have
successfully minimized memory usage for inference, training and fine-tuning
these quantized models still require large memory possibly due to
dequantization for accurate computation of gradients and/or backpropagation for
gradient-based algorithms. However, memory-efficient fine-tuning is
particularly desirable for applications such as personalization that often must
be run on edge devices like mobile phones with private data. In this work, we
address this challenge by quantizing a diffusion model with personalization via
Textual Inversion and by leveraging a zeroth-order optimization on
personalization tokens without dequantization so that it does not require
gradient and activation storage for backpropagation that consumes considerable
memory. Since a gradient estimation using zeroth-order optimization is quite
noisy for a single or a few images in personalization, we propose to denoise
the estimated gradient by projecting it onto a subspace that is constructed
with the past history of the tokens, dubbed Subspace Gradient. In addition, we
investigated the influence of text embedding in image generation, leading to
our proposed time steps sampling, dubbed Partial Uniform Timestep Sampling for
sampling with effective diffusion timesteps. Our method achieves comparable
performance to prior methods in image and text alignment scores for
personalizing Stable Diffusion with only forward passes while reducing training
memory demand up to $8.2\times$.","['cs.CV', 'cs.AI']","['Hoigi Seo', 'Wongi Jeong', 'Kyungryeol Lee', 'Se Young Chun']",2025-03-19,2025-03-19
2503.14867v1,DVHGNN: Multi-Scale Dilated Vision HGNN for Efficient Vision Recognition,"Recently, Vision Graph Neural Network (ViG) has gained considerable attention
in computer vision. Despite its groundbreaking innovation, Vision Graph Neural
Network encounters key issues including the quadratic computational complexity
caused by its K-Nearest Neighbor (KNN) graph construction and the limitation of
pairwise relations of normal graphs. To address the aforementioned challenges,
we propose a novel vision architecture, termed Dilated Vision HyperGraph Neural
Network (DVHGNN), which is designed to leverage multi-scale hypergraph to
efficiently capture high-order correlations among objects. Specifically, the
proposed method tailors Clustering and Dilated HyperGraph Construction (DHGC)
to adaptively capture multi-scale dependencies among the data samples.
Furthermore, a dynamic hypergraph convolution mechanism is proposed to
facilitate adaptive feature exchange and fusion at the hypergraph level.
Extensive qualitative and quantitative evaluations of the benchmark image
datasets demonstrate that the proposed DVHGNN significantly outperforms the
state-of-the-art vision backbones. For instance, our DVHGNN-S achieves an
impressive top-1 accuracy of 83.1% on ImageNet-1K, surpassing ViG-S by +1.0%
and ViHGNN-S by +0.6%.",['cs.CV'],"['Caoshuo Li', 'Tanzhe Li', 'Xiaobin Hu', 'Donghao Luo', 'Taisong Jin']",2025-03-19,2025-03-19
2503.14863v1,Temporal-Consistent Video Restoration with Pre-trained Diffusion Models,"Video restoration (VR) aims to recover high-quality videos from degraded
ones. Although recent zero-shot VR methods using pre-trained diffusion models
(DMs) show good promise, they suffer from approximation errors during reverse
diffusion and insufficient temporal consistency. Moreover, dealing with 3D
video data, VR is inherently computationally intensive. In this paper, we
advocate viewing the reverse process in DMs as a function and present a novel
Maximum a Posterior (MAP) framework that directly parameterizes video frames in
the seed space of DMs, eliminating approximation errors. We also introduce
strategies to promote bilevel temporal consistency: semantic consistency by
leveraging clustering structures in the seed space, and pixel-level consistency
by progressive warping with optical flow refinements. Extensive experiments on
multiple virtual reality tasks demonstrate superior visual quality and temporal
consistency achieved by our method compared to the state-of-the-art.",['cs.CV'],"['Hengkang Wang', 'Yang Liu', 'Huidong Liu', 'Chien-Chih Wang', 'Yanhui Guo', 'Hongdong Li', 'Bryan Wang', 'Ju Sun']",2025-03-19,2025-03-19
2503.14862v2,"Fine-Grained Open-Vocabulary Object Detection with Fined-Grained Prompts: Task, Dataset and Benchmark","Open-vocabulary detectors are proposed to locate and recognize objects in
novel classes. However, variations in vision-aware language vocabulary data
used for open-vocabulary learning can lead to unfair and unreliable
evaluations. Recent evaluation methods have attempted to address this issue by
incorporating object properties or adding locations and characteristics to the
captions. Nevertheless, since these properties and locations depend on the
specific details of the images instead of classes, detectors can not make
accurate predictions without precise descriptions provided through human
annotation. This paper introduces 3F-OVD, a novel task that extends supervised
fine-grained object detection to the open-vocabulary setting. Our task is
intuitive and challenging, requiring a deep understanding of Fine-grained
captions and careful attention to Fine-grained details in images in order to
accurately detect Fine-grained objects. Additionally, due to the scarcity of
qualified fine-grained object detection datasets, we have created a new
dataset, NEU-171K, tailored for both supervised and open-vocabulary settings.
We benchmark state-of-the-art object detectors on our dataset for both
settings. Furthermore, we propose a simple yet effective post-processing
technique.","['cs.CV', 'I.2.0']","['Ying Liu', 'Yijing Hua', 'Haojiang Chai', 'Yanbo Wang', 'TengQi Ye']",2025-03-19,2025-03-20
2503.14860v1,Global Renewables Watch: A Temporal Dataset of Solar and Wind Energy Derived from Satellite Imagery,"We present a comprehensive global temporal dataset of commercial solar
photovoltaic (PV) farms and onshore wind turbines, derived from high-resolution
satellite imagery analyzed quarterly from the fourth quarter of 2017 to the
second quarter of 2024. We create this dataset by training deep learning-based
segmentation models to identify these renewable energy installations from
satellite imagery, then deploy them on over 13 trillion pixels covering the
world. For each detected feature, we estimate the construction date and the
preceding land use type. This dataset offers crucial insights into progress
toward sustainable development goals and serves as a valuable resource for
policymakers, researchers, and stakeholders aiming to assess and promote
effective strategies for renewable energy deployment. Our final spatial dataset
includes 375,197 individual wind turbines and 86,410 solar PV installations. We
aggregate our predictions to the country level -- estimating total power
capacity based on construction date, solar PV area, and number of windmills --
and find an $r^2$ value of $0.96$ and $0.93$ for solar PV and onshore wind
respectively compared to IRENA's most recent 2023 country-level capacity
estimates.","['cs.LG', 'cs.CV']","['Caleb Robinson', 'Anthony Ortiz', 'Allen Kim', 'Rahul Dodhia', 'Andrew Zolli', 'Shivaprakash K Nagaraju', 'James Oakleaf', 'Joe Kiesecker', 'Juan M. Lavista Ferres']",2025-03-19,2025-03-19
2503.14858v1,1000 Layer Networks for Self-Supervised RL: Scaling Depth Can Enable New Goal-Reaching Capabilities,"Scaling up self-supervised learning has driven breakthroughs in language and
vision, yet comparable progress has remained elusive in reinforcement learning
(RL). In this paper, we study building blocks for self-supervised RL that
unlock substantial improvements in scalability, with network depth serving as a
critical factor. Whereas most RL papers in recent years have relied on shallow
architectures (around 2 - 5 layers), we demonstrate that increasing the depth
up to 1024 layers can significantly boost performance. Our experiments are
conducted in an unsupervised goal-conditioned setting, where no demonstrations
or rewards are provided, so an agent must explore (from scratch) and learn how
to maximize the likelihood of reaching commanded goals. Evaluated on simulated
locomotion and manipulation tasks, our approach increases performance by
$2\times$ - $50\times$. Increasing the model depth not only increases success
rates but also qualitatively changes the behaviors learned.","['cs.LG', 'cs.AI']","['Kevin Wang', 'Ishaan Javali', 'Michał Bortkiewicz', 'Tomasz Trzciński', 'Benjamin Eysenbach']",2025-03-19,2025-03-19
2503.16543v1,Comprehensive Review of Reinforcement Learning for Medical Ultrasound Imaging,"Medical Ultrasound (US) imaging has seen increasing demands over the past
years, becoming one of the most preferred imaging modalities in clinical
practice due to its affordability, portability, and real-time capabilities.
However, it faces several challenges that limit its applicability, such as
operator dependency, variability in interpretation, and limited resolution,
which are amplified by the low availability of trained experts. This calls for
the need of autonomous systems that are capable of reducing the dependency on
humans for increased efficiency and throughput. Reinforcement Learning (RL)
comes as a rapidly advancing field under Artificial Intelligence (AI) that
allows the development of autonomous and intelligent agents that are capable of
executing complex tasks through rewarded interactions with their environments.
Existing surveys on advancements in the US scanning domain predominantly focus
on partially autonomous solutions leveraging AI for scanning guidance, organ
identification, plane recognition, and diagnosis. However, none of these
surveys explore the intersection between the stages of the US process and the
recent advancements in RL solutions. To bridge this gap, this review proposes a
comprehensive taxonomy that integrates the stages of the US process with the RL
development pipeline. This taxonomy not only highlights recent RL advancements
in the US domain but also identifies unresolved challenges crucial for
achieving fully autonomous US systems. This work aims to offer a thorough
review of current research efforts, highlighting the potential of RL in
building autonomous US solutions while identifying limitations and
opportunities for further advancements in this field.","['eess.IV', 'cs.CV']","['Hanae Elmekki', 'Saidul Islam', 'Ahmed Alagha', 'Hani Sami', 'Amanda Spilkin', 'Ehsan Zakeri', 'Antonela Mariel Zanuttini', 'Jamal Bentahar', 'Lyes Kadem', 'Wen-Fang Xie', 'Philippe Pibarot', 'Rabeb Mizouni', 'Hadi Otrok', 'Shakti Singh', 'Azzam Mourad']",2025-03-19,2025-03-19
2503.14853v1,Unlocking the Capabilities of Vision-Language Models for Generalizable and Explainable Deepfake Detection,"Current vision-language models (VLMs) have demonstrated remarkable
capabilities in understanding multimodal data, but their potential remains
underexplored for deepfake detection due to the misaligned of their knowledge
and forensics patterns. To this end, we present a novel paradigm that unlocks
VLMs' potential capabilities through three components: (1) A knowledge-guided
forgery adaptation module that aligns VLM's semantic space with forensic
features through contrastive learning with external manipulation knowledge; (2)
A multi-modal prompt tuning framework that jointly optimizes visual-textual
embeddings for both localization and explainability; (3) An iterative
refinement strategy enabling multi-turn dialog for evidence-based reasoning.
Our framework includes a VLM-based Knowledge-guided Forgery Detector (KFD), a
VLM image encoder, and a Large Language Model (LLM). The VLM image encoder
extracts visual prompt embeddings from images, while the LLM receives visual
and question prompt embeddings for inference. The KFD is used to calculate
correlations between image features and pristine/deepfake class embeddings,
enabling forgery classification and localization. The outputs from these
components are used to construct forgery prompt embeddings. Finally, we feed
these prompt embeddings into the LLM to generate textual detection responses to
assist judgment. Extensive experiments on multiple benchmarks, including FF++,
CDF2, DFD, DFDCP, and DFDC, demonstrate that our scheme surpasses
state-of-the-art methods in generalization performance, while also supporting
multi-turn dialogue capabilities.",['cs.CV'],"['Peipeng Yu', 'Jianwei Fei', 'Hui Gao', 'Xuan Feng', 'Zhihua Xia', 'Chip Hong Chang']",2025-03-19,2025-03-19
2503.15563v1,Dynamic Power Flow Analysis and Fault Characteristics: A Graph Attention Neural Network,"We propose the joint graph attention neural network (GAT), clustering with
adaptive neighbors (CAN) and probabilistic graphical model for dynamic power
flow analysis and fault characteristics. In fact, computational efficiency is
the main focus to enhance, whilst we ensure the performance accuracy at the
accepted level. Note that Machine Learning (ML) based schemes have a
requirement of sufficient labeled data during training, which is not easily
satisfied in practical applications. Also, there are unknown data due to new
arrived measurements or incompatible smart devices in complex smart grid
systems. These problems would be resolved by our proposed GAT based framework,
which models the label dependency between the network data and learns object
representations such that it could achieve the semi-supervised fault diagnosis.
To create the joint label dependency, we develop the graph construction from
the raw acquired signals by using CAN. Next, we develop the probabilistic
graphical model of Markov random field for graph representation, which supports
for the GAT based framework. We then evaluate the proposed framework in the
use-case application in smart grid and make a fair comparison to the existing
methods.",['cs.LG'],"['Tan Le', 'Van Le']",2025-03-19,2025-03-19
2503.14849v1,LogLLaMA: Transformer-based log anomaly detection with LLaMA,"Log anomaly detection refers to the task that distinguishes the anomalous log
messages from normal log messages. Transformer-based large language models
(LLMs) are becoming popular for log anomaly detection because of their superb
ability to understand complex and long language patterns. In this paper, we
propose LogLLaMA, a novel framework that leverages LLaMA2. LogLLaMA is first
finetuned on normal log messages from three large-scale datasets to learn their
patterns. After finetuning, the model is capable of generating successive log
messages given previous log messages. Our generative model is further trained
to identify anomalous log messages using reinforcement learning (RL). The
experimental results show that LogLLaMA outperforms the state-of-the-art
approaches for anomaly detection on BGL, Thunderbird, and HDFS datasets.","['cs.LG', 'cs.CL']","['Zhuoyi Yang', 'Ian G. Harris']",2025-03-19,2025-03-19
2503.14847v1,"Project Jenkins: Turning Monkey Neural Data into Robotic Arm Movement, and Back","Project Jenkins explores how neural activity in the brain can be decoded into
robotic movement and, conversely, how movement patterns can be used to generate
synthetic neural data. Using real neural data recorded from motor and premotor
cortex areas of a macaque monkey named Jenkins, we develop models for decoding
(converting brain signals into robotic arm movements) and encoding (simulating
brain activity corresponding to a given movement). For the interface between
the brain simulation and the physical world, we utilized Koch v1.1 leader and
follower robotic arms. We developed an interactive web console that allows
users to generate synthetic brain data from joystick movements in real time.
Our results are a step towards brain-controlled robotics, prosthetics, and
enhancing normal motor function. By accurately modeling brain activity, we take
a step toward flexible brain-computer interfaces that generalize beyond
predefined movements. To support the research community, we provide open source
tools for both synthetic data generation and neural decoding, fostering
reproducibility and accelerating progress. The project is available at
https://www.808robots.com/projects/jenkins","['cs.RO', 'cs.AI', 'eess.SP', 'q-bio.NC']","['Andrii Zahorodnii', 'Dima Yanovsky']",2025-03-19,2025-03-19
2503.14845v1,ClimateGS: Real-Time Climate Simulation with 3D Gaussian Style Transfer,"Adverse climate conditions pose significant challenges for autonomous
systems, demanding reliable perception and decision-making across diverse
environments. To better simulate these conditions, physically-based NeRF
rendering methods have been explored for their ability to generate realistic
scene representations. However, these methods suffer from slow rendering speeds
and long preprocessing times, making them impractical for real-time testing and
user interaction. This paper presents ClimateGS, a novel framework integrating
3D Gaussian representations with physical simulation to enable real-time
climate effects rendering. The novelty of this work is threefold: 1) developing
a linear transformation for 3D Gaussian photorealistic style transfer, enabling
direct modification of spherical harmonics across bands for efficient and
consistent style adaptation; 2) developing a joint training strategy for 3D
style transfer, combining supervised and self-supervised learning to accelerate
convergence while preserving original scene details; 3) developing a real-time
rendering method for climate simulation, integrating physics-based effects with
3D Gaussian to achieve efficient and realistic rendering. We evaluate ClimateGS
on MipNeRF360 and Tanks and Temples, demonstrating real-time rendering with
comparable or superior visual quality to SOTA 2D/3D methods, making it suitable
for interactive applications.","['cs.GR', 'cs.CV']","['Yuezhen Xie', 'Meiying Zhang', 'Qi Hao']",2025-03-19,2025-03-19
2503.14837v1,SemanticFlow: A Self-Supervised Framework for Joint Scene Flow Prediction and Instance Segmentation in Dynamic Environments,"Accurate perception of dynamic traffic scenes is crucial for high-level
autonomous driving systems, requiring robust object motion estimation and
instance segmentation. However, traditional methods often treat them as
separate tasks, leading to suboptimal performance, spatio-temporal
inconsistencies, and inefficiency in complex scenarios due to the absence of
information sharing. This paper proposes a multi-task SemanticFlow framework to
simultaneously predict scene flow and instance segmentation of full-resolution
point clouds. The novelty of this work is threefold: 1) developing a
coarse-to-fine prediction based multi-task scheme, where an initial coarse
segmentation of static backgrounds and dynamic objects is used to provide
contextual information for refining motion and semantic information through a
shared feature processing module; 2) developing a set of loss functions to
enhance the performance of scene flow estimation and instance segmentation,
while can help ensure spatial and temporal consistency of both static and
dynamic objects within traffic scenes; 3) developing a self-supervised learning
scheme, which utilizes coarse segmentation to detect rigid objects and compute
their transformation matrices between sequential frames, enabling the
generation of self-supervised labels. The proposed framework is validated on
the Argoverse and Waymo datasets, demonstrating superior performance in
instance segmentation accuracy, scene flow estimation, and computational
efficiency, establishing a new benchmark for self-supervised methods in dynamic
scene understanding.","['cs.CV', 'cs.RO']","['Yinqi Chen', 'Meiying Zhang', 'Qi Hao', 'Guang Zhou']",2025-03-19,2025-03-19
2503.14836v1,On the Robustness Tradeoff in Fine-Tuning,"Fine-tuning has become the standard practice for adapting pre-trained
(upstream) models to downstream tasks. However, the impact on model robustness
is not well understood. In this work, we characterize the robustness-accuracy
trade-off in fine-tuning. We evaluate the robustness and accuracy of fine-tuned
models over 6 benchmark datasets and 7 different fine-tuning strategies. We
observe a consistent trade-off between adversarial robustness and accuracy.
Peripheral updates such as BitFit are more effective for simple tasks--over 75%
above the average measured with area under the Pareto frontiers on CIFAR-10 and
CIFAR-100. In contrast, fine-tuning information-heavy layers, such as attention
layers via Compacter, achieves a better Pareto frontier on more complex
tasks--57.5% and 34.6% above the average on Caltech-256 and CUB-200,
respectively. Lastly, we observe that robustness of fine-tuning against
out-of-distribution data closely tracks accuracy. These insights emphasize the
need for robustness-aware fine-tuning to ensure reliable real-world
deployments.","['cs.LG', 'cs.CV']","['Kunyang Li', 'Jean-Charles Noirot Ferrand', 'Ryan Sheatsley', 'Blaine Hoak', 'Yohan Beugin', 'Eric Pauley', 'Patrick McDaniel']",2025-03-19,2025-03-19
2503.14833v1,Curiosity-Diffuser: Curiosity Guide Diffusion Models for Reliability,"One of the bottlenecks in robotic intelligence is the instability of neural
network models, which, unlike control models, lack a well-defined convergence
domain and stability. This leads to risks when applying intelligence in the
physical world. Specifically, imitation policy based on neural network may
generate hallucinations, leading to inaccurate behaviors that impact the safety
of real-world applications. To address this issue, this paper proposes the
Curiosity-Diffuser, aimed at guiding the conditional diffusion model to
generate trajectories with lower curiosity, thereby improving the reliability
of policy. The core idea is to use a Random Network Distillation (RND)
curiosity module to assess whether the model's behavior aligns with the
training data, and then minimize curiosity by classifier guidance diffusion to
reduce overgeneralization during inference. Additionally, we propose a
computationally efficient metric for evaluating the reliability of the policy,
measuring the similarity between the generated behaviors and the training
dataset, to facilitate research about reliability learning. Finally, simulation
verify the effectiveness and applicability of the proposed method to a variety
of scenarios, showing that Curiosity-Diffuser significantly improves task
performance and produces behaviors that are more similar to the training data.
The code for this work is available at: github.com/CarlDegio/Curiosity-Diffuser","['cs.RO', 'cs.AI', 'cs.LG']","['Zihao Liu', 'Xing Liu', 'Yizhai Zhang', 'Zhengxiong Liu', 'Panfeng Huang']",2025-03-19,2025-03-19
2503.14832v1,H2ST: Hierarchical Two-Sample Tests for Continual Out-of-Distribution Detection,"Task Incremental Learning (TIL) is a specialized form of Continual Learning
(CL) in which a model incrementally learns from non-stationary data streams.
Existing TIL methodologies operate under the closed-world assumption, presuming
that incoming data remains in-distribution (ID). However, in an open-world
setting, incoming samples may originate from out-of-distribution (OOD) sources,
with their task identities inherently unknown. Continually detecting OOD
samples presents several challenges for current OOD detection methods: reliance
on model outputs leads to excessive dependence on model performance, selecting
suitable thresholds is difficult, hindering real-world deployment, and binary
ID/OOD classification fails to provide task-level identification. To address
these issues, we propose a novel continual OOD detection method called the
Hierarchical Two-sample Tests (H2ST). H2ST eliminates the need for threshold
selection through hypothesis testing and utilizes feature maps to better
exploit model capabilities without excessive dependence on model performance.
The proposed hierarchical architecture enables task-level detection with
superior performance and lower overhead compared to non-hierarchical classifier
two-sample tests. Extensive experiments and analysis validate the effectiveness
of H2ST in open-world TIL scenarios and its superiority to the existing
methods. Code is available at
\href{https://github.com/YuhangLiuu/H2ST}{https://github.com/YuhangLiuu/H2ST}.","['cs.CV', 'cs.LG']","['Yuhang Liu', 'Wenjie Zhao', 'Yunhui Guo']",2025-03-19,2025-03-19
2503.14831v1,Robust Transmission of Punctured Text with Large Language Model-based Recovery,"With the recent advancements in deep learning, semantic communication which
transmits only task-oriented features, has rapidly emerged. However, since
feature extraction relies on learning-based models, its performance
fundamentally depends on the training dataset or tasks. For practical
scenarios, it is essential to design a model that demonstrates robust
performance regardless of dataset or tasks. In this correspondence, we propose
a novel text transmission model that selects and transmits only a few
characters and recovers the missing characters at the receiver using a large
language model (LLM). Additionally, we propose a novel importance character
extractor (ICE), which selects transmitted characters to enhance LLM recovery
performance. Simulations demonstrate that the proposed filter selection by ICE
outperforms random filter selection, which selects transmitted characters
randomly. Moreover, the proposed model exhibits robust performance across
different datasets and tasks and outperforms traditional bit-based
communication in low signal-to-noise ratio conditions.","['eess.SP', 'cs.LG']","['Sojeong Park', 'Hyeonho Noh', 'Hyun Jong Yang']",2025-03-19,2025-03-19
2503.14830v1,Decompositional Neural Scene Reconstruction with Generative Diffusion Prior,"Decompositional reconstruction of 3D scenes, with complete shapes and
detailed texture of all objects within, is intriguing for downstream
applications but remains challenging, particularly with sparse views as input.
Recent approaches incorporate semantic or geometric regularization to address
this issue, but they suffer significant degradation in underconstrained areas
and fail to recover occluded regions. We argue that the key to solving this
problem lies in supplementing missing information for these areas. To this end,
we propose DP-Recon, which employs diffusion priors in the form of Score
Distillation Sampling (SDS) to optimize the neural representation of each
individual object under novel views. This provides additional information for
the underconstrained areas, but directly incorporating diffusion prior raises
potential conflicts between the reconstruction and generative guidance.
Therefore, we further introduce a visibility-guided approach to dynamically
adjust the per-pixel SDS loss weights. Together these components enhance both
geometry and appearance recovery while remaining faithful to input images.
Extensive experiments across Replica and ScanNet++ demonstrate that our method
significantly outperforms SOTA methods. Notably, it achieves better object
reconstruction under 10 views than the baselines under 100 views. Our method
enables seamless text-based editing for geometry and appearance through SDS
optimization and produces decomposed object meshes with detailed UV maps that
support photorealistic Visual effects (VFX) editing. The project page is
available at https://dp-recon.github.io/.",['cs.CV'],"['Junfeng Ni', 'Yu Liu', 'Ruijie Lu', 'Zirui Zhou', 'Song-Chun Zhu', 'Yixin Chen', 'Siyuan Huang']",2025-03-19,2025-03-19
2503.14828v1,"The CLEF-2025 CheckThat! Lab: Subjectivity, Fact-Checking, Claim Normalization, and Retrieval","The CheckThat! lab aims to advance the development of innovative technologies
designed to identify and counteract online disinformation and manipulation
efforts across various languages and platforms. The first five editions focused
on key tasks in the information verification pipeline, including
check-worthiness, evidence retrieval and pairing, and verification. Since the
2023 edition, the lab has expanded its scope to address auxiliary tasks that
support research and decision-making in verification. In the 2025 edition, the
lab revisits core verification tasks while also considering auxiliary
challenges. Task 1 focuses on the identification of subjectivity (a follow-up
from CheckThat! 2024), Task 2 addresses claim normalization, Task 3 targets
fact-checking numerical claims, and Task 4 explores scientific web discourse
processing. These tasks present challenging classification and retrieval
problems at both the document and span levels, including multilingual settings.","['cs.CL', 'cs.AI', '68T50', 'I.2; I.2.7']","['Firoj Alam', 'Julia Maria Struß', 'Tanmoy Chakraborty', 'Stefan Dietze', 'Salim Hafid', 'Katerina Korre', 'Arianna Muti', 'Preslav Nakov', 'Federico Ruggeri', 'Sebastian Schellhammer', 'Vinay Setty', 'Megha Sundriyal', 'Konstantin Todorov', 'Venktesh V']",2025-03-19,2025-03-19
2503.14827v1,MMDT: Decoding the Trustworthiness and Safety of Multimodal Foundation Models,"Multimodal foundation models (MMFMs) play a crucial role in various
applications, including autonomous driving, healthcare, and virtual assistants.
However, several studies have revealed vulnerabilities in these models, such as
generating unsafe content by text-to-image models. Existing benchmarks on
multimodal models either predominantly assess the helpfulness of these models,
or only focus on limited perspectives such as fairness and privacy. In this
paper, we present the first unified platform, MMDT (Multimodal DecodingTrust),
designed to provide a comprehensive safety and trustworthiness evaluation for
MMFMs. Our platform assesses models from multiple perspectives, including
safety, hallucination, fairness/bias, privacy, adversarial robustness, and
out-of-distribution (OOD) generalization. We have designed various evaluation
scenarios and red teaming algorithms under different tasks for each perspective
to generate challenging data, forming a high-quality benchmark. We evaluate a
range of multimodal models using MMDT, and our findings reveal a series of
vulnerabilities and areas for improvement across these perspectives. This work
introduces the first comprehensive and unique safety and trustworthiness
evaluation platform for MMFMs, paving the way for developing safer and more
reliable MMFMs and systems. Our platform and benchmark are available at
https://mmdecodingtrust.github.io/.","['cs.CL', 'cs.AI', 'cs.CR']","['Chejian Xu', 'Jiawei Zhang', 'Zhaorun Chen', 'Chulin Xie', 'Mintong Kang', 'Yujin Potter', 'Zhun Wang', 'Zhuowen Yuan', 'Alexander Xiong', 'Zidi Xiong', 'Chenhui Zhang', 'Lingzhi Yuan', 'Yi Zeng', 'Peiyang Xu', 'Chengquan Guo', 'Andy Zhou', 'Jeffrey Ziwei Tan', 'Xuandong Zhao', 'Francesco Pinto', 'Zhen Xiang', 'Yu Gai', 'Zinan Lin', 'Dan Hendrycks', 'Bo Li', 'Dawn Song']",2025-03-19,2025-03-19
2503.16542v1,Defending Against Gradient Inversion Attacks for Biomedical Images via Learnable Data Perturbation,"The increasing need for sharing healthcare data and collaborating on clinical
research has raised privacy concerns. Health information leakage due to
malicious attacks can lead to serious problems such as misdiagnoses and patient
identification issues. Privacy-preserving machine learning (PPML) and
privacy-enhancing technologies, particularly federated learning (FL), have
emerged in recent years as innovative solutions to balance privacy protection
with data utility; however, they also suffer from inherent privacy
vulnerabilities. Gradient inversion attacks constitute major threats to data
sharing in federated learning. Researchers have proposed many defenses against
gradient inversion attacks. However, current defense methods for healthcare
data lack generalizability, i.e., existing solutions may not be applicable to
data from a broader range of populations. In addition, most existing defense
methods are tested using non-healthcare data, which raises concerns about their
applicability to real-world healthcare systems. In this study, we present a
defense against gradient inversion attacks in federated learning. We achieve
this using latent data perturbation and minimax optimization, utilizing both
general and medical image datasets. Our method is compared to two baselines,
and the results show that our approach can outperform the baselines with a
reduction of 12.5% in the attacker's accuracy in classifying reconstructed
images. The proposed method also yields an increase of over 12.4% in Mean
Squared Error (MSE) between the original and reconstructed images at the same
level of model utility of around 90% client classification accuracy. The
results suggest the potential of a generalizable defense for healthcare data.","['cs.CV', 'cs.LG']","['Shiyi Jiang', 'Farshad Firouzi', 'Krishnendu Chakrabarty']",2025-03-19,2025-03-19
2503.16541v1,Poly-FEVER: A Multilingual Fact Verification Benchmark for Hallucination Detection in Large Language Models,"Hallucinations in generative AI, particularly in Large Language Models
(LLMs), pose a significant challenge to the reliability of multilingual
applications. Existing benchmarks for hallucination detection focus primarily
on English and a few widely spoken languages, lacking the breadth to assess
inconsistencies in model performance across diverse linguistic contexts. To
address this gap, we introduce Poly-FEVER, a large-scale multilingual fact
verification benchmark specifically designed for evaluating hallucination
detection in LLMs. Poly-FEVER comprises 77,973 labeled factual claims spanning
11 languages, sourced from FEVER, Climate-FEVER, and SciFact. It provides the
first large-scale dataset tailored for analyzing hallucination patterns across
languages, enabling systematic evaluation of LLMs such as ChatGPT and the LLaMA
series. Our analysis reveals how topic distribution and web resource
availability influence hallucination frequency, uncovering language-specific
biases that impact model accuracy. By offering a multilingual benchmark for
fact verification, Poly-FEVER facilitates cross-linguistic comparisons of
hallucination detection and contributes to the development of more reliable,
language-inclusive AI systems. The dataset is publicly available to advance
research in responsible AI, fact-checking methodologies, and multilingual NLP,
promoting greater transparency and robustness in LLM performance. The proposed
Poly-FEVER is available at:
https://huggingface.co/datasets/HanzhiZhang/Poly-FEVER.",['cs.CL'],"['Hanzhi Zhang', 'Sumera Anjum', 'Heng Fan', 'Weijian Zheng', 'Yan Huang', 'Yunhe Feng']",2025-03-19,2025-03-19
